标题,阅读量,评论,时间
弱反抽后将再次探底！ 原创 2017-06-13,1092,0,
沪深300走势依旧强劲，明日再创新高的可能性还是很大的,608,0,
珠海港再次强市涨停K线趋势一致的看好600970中材国际,526,0,
提前提示周三具备涨停潜力两只个股 指数明天继续保持看多尾盘15分钟是买入准备做多,508,0,
IPO问题的焦点，不只是发行的多与少问题，而是在漏洞百出的制度下能不能让新股带病,641,0,
中国经济要转型，靠上证“50”、“沪深300”这样传统企业走强，中国经济还要不要,1566,3,
投资有风险，入市必亏钱！,467,0,
看到媒体几篇文章挺，想到：人不要脸天下无敌！,603,0,
建议采纳:禁止亏损企业减持，连续三个年度不亏损才能阶梯解禁。新股上市后三个年度内,531,0,
沪深300今天将有惊天大跳水！,2873,6,
外围股市连创新高，中国股市跌跌不休！为什么？ 新股高速发行，堰塞湖反而更严重！后,1043,2,
这是把散户往大象股里赶啊！散户不买，机构就继续拉，散户买，他们就撤。,1307,1,
今天热点在哪里？近期全球互联网科技遭到黑天鹅，股价暴跌。中小创会继续创新低。夏粮,496,0,
成交稀少，不适合买大盘股,909,1,
沪深300越是强拉，股市熊周期会越长………………,829,0,
这算是大牛市开始了吗，我却找不到银行地产大型板块 还能大涨的理由,1345,5,
没人接盘只能拉高继续拉看你能拉多高,682,1,
新股破发了就自然停止ipo了，垃圾股再跌99%，大小非自然就停止减持了。高喊ip,663,0,
大盘2500以后震荡下行，个股再跌50%，是长期投资良机,521,0,
.上期所：原油期货6月13日起正式受理客户申请交易编码 06-12 22:39,626,0,
哀股明天又要借势创没有底的最底点了。,503,0,
开始做空喽,494,0,
只有上证50的暴跌才能换来大盘的真正企稳上涨…,990,2,
周线五连阳的沪深300有没有回调的风险？没有对手盘，有没有抱团下砸的风险？还有没,601,0,
今天的盘面，终于知道为什么不让散户做空的原因了。,766,0,
军号哒哒吹，，，，，，,655,0,
散户都休息，让四大报用嘴吹上去？,561,0,
填空题：最无耻的是          ？,2102,3,
大阴谋玩死小散们节奏,523,0,
上涨下跌一半一半！,439,0,
600108月线7连阴，6月8号尾盘大单扫货，日线离半年线和年线较远，所有均线大,1465,1,
600108月线7连阴，6月8号尾盘大单扫货，日线离半年线和年线较远，10-20,501,0,
今天热点在哪里？国企改革炒地图，二线蓝筹来接力。半年报披露预期，低估值超跌补反弹,528,0,
今天热点在哪里？国企改革炒地图，二线蓝筹来接力。半年报披露预期，低估超跌补反弹。,507,0,
个股跌跌不休，指数却涨起来的，谁能告诉我为什么,2099,4,
600108月线7连阴，6月8号尾盘大单扫货，日线离半年线和年线较远，大涨幅可期,1374,1,
中国股市只适合造富，不适合投资，小散朋友们醒醒吧！我2010年11月以39买了6,982,0,
上证50上演最后疯狂，天天拉上证50，上天喝贵州茅台，这是要引导股民是当接盘侠，,1667,2,
我和大家一般不同意见，我看涨沪深300,923,1,
下周重点关注这三条主线！ 声明：海西一狼观点均原创，个人观点，仅供参考；喜欢老师,986,0,
"现在不是割散户了,散户不进来了,要割就割公司吧,公司还有钱。",622,0,
多方通讯云会议服务领跑者会畅通讯 点击查看PDF原文 研报日期：2017-01-,778,0,
一线权重股短线反弹告一段落，二线三线蓝筹股企稳补涨。六月底资金面紧张制约反弹高度,641,0,
A股市盈率最低的股票在这里。,1293,1,
一线权重股短线反弹告一段落，二线三线蓝筹股企稳补涨。,904,1,
调整两天继续上涨！牛市无疑！,606,0,
"盘口明显,弱市维持后,盘面指数也玩闪崩,就是拉到高点有机构出票坚决盘面. 所以不",632,0,
牛市！不要怀疑！那是大蓝筹牛市！,580,0,
感觉到位了,588,0,
50@300都走大牛了，还在那看上证指数！,625,0,
沪深300现是缩量上涨，缩量！大盘股缩量能不断上涨，明显就知是机构+国家队炮团做,1315,0,
002300,575,0,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！中",596,0,
沒有守住风险底线！要开你们的会！,861,1,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！中",718,0,
002300/000639,705,0,
指数按照预期2点后小幅震仓后展开全面做多.,661,0,
赶紧卖，大蓝筹见顶,564,0,
沪深300是不是该胜利大撤退了？！,871,0,
今年是蓝筹股独立行情！,489,0,
诱多出货，冲高回落，我走了，各位好运,550,0,
蓝筹股行情确认！,509,0,
（专家意见）无论碰到什么热点，都会有那么几个教授上电视发表“专家意见”，争议经过,839,0,
发掘高送转近期六月末暴抄，比特币疯狂上涨关注于此区域链接相关股票`,762,0,
000639,616,0,
散户朋友:现在股票赔钱人占80%，只有20%的人在赚钱，任何一只股票很难操作，难,999,0,
中国证券网讯 日前，复星集团董事长郭广昌在香港参加有关交流活动时，就近期金融、资,1195,0,
关注几大板块 沿着是否纳入MSCI这个主题，我们认为应重点关注几个板块： 1.券,1075,0,
创了新高，蓝筹将大涨,588,0,
今天是吃性药了嘛，猛涨啊！减了七成仓，怕又反弹回去,601,0,
极其喜爱上海第一财经的 边，丁，周 等等大空头们。她们骗术极其高明。拼命把小散往,615,0,
"养不活这么多股是肯定的,反弹还是要跑路。",839,1,
散户朋友:现在股票赔钱人占80%，只有20%的人在赚钱，任何一只股票很难操作，难,1743,2,
潇洒买一天,545,0,
.机构：券商股估值已达历史超低水平 增配时机已到(附股) 06-07 13:36,823,0,
000639,562,0,
今天大盘反弹发力过猛，尾市一小时必须调整。不然明天就没戏了。注意强势股，权重股，,643,0,
000625,492,0,
美国加息利空要消化,507,0,
今天我只想说一句话，大盘有种要飞的感觉。[傲],3146,5,
冲高回落，上午不走，今明天跌成狗，没有量的上涨，都是耍流氓。,582,0,
如果不创新高，现在点位就是高点！,509,0,
回落！,523,0,
002594[买入][买入],517,0,
冲高回落，上午不走，今明天跌成狗。大牛市，利害了，我的大A股，没有量的上涨，都是,595,0,
冲高回落，上午不走，今明天跌成狗。大牛市，利害了，我的大A股,536,0,
又低开？,561,0,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！中",1085,0,
. 工信部就5G拟使用频段征求意见 6股有望受益 工信部网站6日消息，工信部发布,976,1,
[大笑],620,0,
厉害了，我的祖国，三连阳，大牛市,854,1,
都被套牢了，还有个锤子成交量，股灾为啥不断，股灾5.0或许大约在冬季。没有增量资,508,0,
现在已经出现了两百多家上市公司的股权质押触及了强制平仓线，不得不临时停牌，申请质,887,0,
2017年的A股真的会重复2005年A股的走势吗？ 从目前市场的综合情况分析，出,1289,0,
兜底员工增持，是违法的，无效的，忽悠，庄家借机拉升出货，希望严查，不查全会效仿。,720,0,
没有人气的股市就是一个衰败没落的市场。缺失了资金支撑的股市最终将会崩溃到远方…,672,0,
vv 过得单纯；次,480,0,
市场短期明确起稳信号下半周迎接全面反弹最后半小时买票.,560,0,
-i(/e,574,0,
近期以英国为首的多个国家频频遭到恐怖袭击，以卡塔尔为首的恐怖袭击，导致周边多国与,786,0,
中国股市是不是要求二级市场投资者先解放全人类，后解放自己。,633,0,
你大爷的种不能见涨,622,0,
有这两点，IPO争论可休矣！1、检验IPO政策正确与否的唯一标准是股市涨跌，看市,916,0,
操纵上证50是A股市场最邪恶的噩咒！,446,0,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！中",708,0,
这几天思考许久，上班也没什么钱途，我计划收购200个男厕女厕，谋求创业板上市。理,1377,0,
股市被绑架,456,0,
没有量的上涨都是耍流氓，利好出尽，冲高回落，现在不走，下午跌成狗。,657,0,
指数犹而不决，市场主力有退守之意。流动性不够，看政策导向吧！,558,0,
只要出现保护中小投资者的文件，大盘就是往下的时候。,520,0,
阴了一天，尾盘更惨，上涨没有量，都是耍流氓，利好出尽，高开低走，今天不走，明天跌,559,0,
就不能好好玩么？,492,0,
上涨没有量，都是耍流氓，利好出尽，高开低走，今天不走，明天跌成狗。,562,0,
六月份股市风口前瞻：一二线品牌消费龙头，一二线传统蓝筹，一二线超跌绩优，低市盈率,557,0,
星期一就出熊样，后面的四天卖空！卖空！卖空！,605,0,
没有安好心的队伍，尽与人民作对,559,0,
002652,461,0,
000639,474,0,
今天又有几十支中小盘股山崩跌停潮，每次利好都是逃命机会，利好出尽，高开低走，抄底,488,0,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！中",1070,1,
忽悠人接刀上证50，诱多可笑可耻可恶！,681,0,
IPO泛滥不可怕，一年也就2000-3000亿，恐惧的是解禁潮每年几万亿；新股的,1306,1,
分红有毛用，分多少股价跌多少！你认为有意思吗？就等于减持了，还要纳税！,665,0,
600108月线7连阴，不信你还不红？一大堆土地就这么不值钱？股价接近前7年的新,699,0,
市场被误导了！买银行股倒不如存银行，买银行股名义上是银行一年赚二成，但实际上分红,704,0,
新股发行一定要选有创新有前途的企业，不能选大众企业或夕阳行业。新股上市要大幅加大,899,0,
IPO泛滥不可怕，一年也就2000多亿，恐惧的是解禁几万亿，次新股，小盘股解禁之,748,0,
"散户自我保护需要T十0,保护庄家-一定是T+丨",495,0,
今年的行情，不单单是割肉行情，是分尸行情,727,0,
，，放三，，，，，，，，,494,0,
银行股调整的好！坐等兴业银行分红！,552,0,
600108-600078-600117-600157-600509天药股份，天,842,0,
深次新股指数编制缺陷：次新股是上市未满一年的新上市的股票，如果上市一年后将被踢出,1048,0,
0[买入][买入][买入]大盘第三次探底下午直线回升下周开始重拾升势6月一波反弹,425,0,
[加仓][加仓][抄底][抄底][买入][买入][买入]大盘第三次探底下午直线回,686,0,
[拜神]总结一句话：中潜股份袖珍小盘行业独特大跌次新股价值逐步凸显的过程，短中期,1011,1,
"有法不依,执法不严,违法不究。",487,0,
000558,639,1,
不想骂人，你看看恒生与道琼斯,449,0,
蓝筹股已经背不动大盘了，已经没能力了！,590,0,
你看看恒生指数，你挖个孔砖下去吧,445,0,
蓝筹股无法护盘！,465,0,
继续拉50啊，怎么不拉了？往死里拉啊,1031,2,
拉伸300或者50很容易，只是最后它们如何变现就是个大问题了…………,585,0,
蓝筹股护盘也不行了！,464,0,
砸吧！该轮到大烂臭了,422,0,
IPO和减持必须和利润与股东回报挂钩，否则就是圈钱。 1、首发控股股东和一致行动,1076,1,
沪深300和50指数全都上涨一个月，大盘指数会突破5000点吗,1298,2,
今日大盘怎么走，心里忐忑把盘看，上海江苏新样本，能否反弹把盘转，上证五零已,650,0,
本周重大利好出台！股指冲高回落！中小散户又惨了！,726,0,
关于减持 发行股票定价不一样，低价（每股1元）我们高管，大股东们拿上，上市后高价,524,0,
下午又是百股跌停潮,1641,4,
韭菜们出利好啦，快关注[大笑][大笑][大笑],1655,5,
从哪看沪深300市盈率,953,0,
呦！这板块怎么颜色不同,924,2,
强烈要求停发新股，连续亏损的公司股票该退市就退市，开通T+0，让我们也能及时的跑,428,0,
高盛分析A股由于IPO的泛滥和解禁潮的危险，未来的中国只能炒几十支大蓝筹股，因为,1789,1,
巴西经济恢复增长，摆脱哀退i,415,0,
"只有IPO实行大小非与公众同股同价发行,想高价圈钱减持和疯踊上市才能得到抑制！社",746,0,
分不清这是要脸还是不要脸,454,0,
“漂亮50”指数样本股。5月31日上海证券交易所和中证指数有限公司宣布调整上证5,2689,1,
别急，放心，大盘再跌30%，超跌个股再跌50%，我坑定买,539,0,
金融股，保险股，国家之本，所以的股票都跌成狗，国家队也会保护他们，还要拉大盘，所,919,0,
虚伪的指数！,507,0,
有本事吧300指数拉天上去,565,0,
小票主力自&#39;杀式袭击成功，祝贺,505,0,
极度虚伪,493,0,
不明白，哪来的红盘,511,0,
哟喂，300走的真不错，看来机构准备拿来传种接代……,568,0,
